OTU,Kingdom,Phylum,Class,Order,Family,Genus,Species
Uniq91568,Bacteria,Firmicutes,Clostridia,unk_Order_of_Class_Clostridia__Uniq91568,unk_Family_of_Class_Clostridia__Uniq91568,unk_Genus_of_Class_Clostridia__Uniq91568,unk_Species_of_Class_Clostridia__Uniq91568
Uniq811,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaeroglobus,unk_Species_of_Genus_Anaeroglobus__Uniq811
Uniq52765,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus
Uniq48137,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,unk_Species_of_Genus_Bifidobacterium__Uniq48137
Uniq93211,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis
Uniq83700,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,unk_Species_of_Genus_Blautia__Uniq83700
Uniq69895,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,unk_Species_of_Genus_Corynebacterium__Uniq69895
Uniq72,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Clostridium_clostridioforme
Uniq115308,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,unk_Species_of_Genus_Staphylococcus__Uniq115308
Uniq105073,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,unk_Species_of_Genus_Bifidobacterium__Uniq105073
Uniq86440,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_aegrifaciens
Uniq84666,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq94421,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,unk_Species_of_Genus_Staphylococcus__Uniq94421
Uniq95329,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq76379,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella
Uniq21350,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,unk_Species_of_Genus_Escherichia-Shigella__Uniq21350
Uniq101511,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,unk_Species_of_Genus_Enterococcus__Uniq101511
Uniq109913,Bacteria,Proteobacteria,Gammaproteobacteria,unk_Order_of_Class_Gammaproteobacteria__Uniq109913,unk_Family_of_Class_Gammaproteobacteria__Uniq109913,unk_Genus_of_Class_Gammaproteobacteria__Uniq109913,unk_Species_of_Class_Gammaproteobacteria__Uniq109913
Uniq62871,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,unk_Species_of_Genus_Veillonella__Uniq62871
Uniq8,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,Clostridium
Uniq37352,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_aegrifaciens
Uniq24648,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium_hominis
Uniq36530,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae
Uniq115481,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,unk_Species_of_Genus_Clostridium_sensu_stricto_1__Uniq115481
Uniq109767,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,unk_Species_of_Genus_Enterobacter__Uniq109767
Uniq95392,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_aegrifaciens
Uniq49864,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1,unk_Species_of_Genus_Corynebacterium_1__Uniq49864
Uniq85301,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_aegrifaciens
Uniq98854,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,unk_Species_of_Genus_Burkholderia-Paraburkholderia__Uniq98854
Uniq97983,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis
Uniq25383,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq38894,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,unk_Species_of_Genus_Kocuria__Uniq38894
Uniq54035,Bacteria,Firmicutes,unk_Class_of_Phylum_Firmicutes__Uniq54035,unk_Order_of_Phylum_Firmicutes__Uniq54035,unk_Family_of_Phylum_Firmicutes__Uniq54035,unk_Genus_of_Phylum_Firmicutes__Uniq54035,unk_Species_of_Phylum_Firmicutes__Uniq54035
Uniq1078,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_FCS020_group,unk_Species_of_Genus_Lachnospiraceae_FCS020_group__Uniq1078
Uniq106538,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis
Uniq37998,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,unk_Species_of_Genus_Citrobacter__Uniq37998
Uniq102136,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_parasanguinis
Uniq77053,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,unk_Species_of_Genus_Veillonella__Uniq77053
Uniq91848,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas
Uniq61197,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli
Uniq103965,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,unk_Species_of_Genus_Achromobacter__Uniq103965
Uniq89665,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,unk_Species_of_Genus_Stenotrophomonas__Uniq89665
Uniq41592,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,Coprobacillus_cateniformis
Uniq27414,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,unk_Species_of_Genus_Fusobacterium__Uniq27414
Uniq55223,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,unk_Species_of_Genus_Bifidobacterium__Uniq55223
Uniq49707,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq1240,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter
Uniq60009,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_aegrifaciens
Uniq6444,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,unk_Species_of_Genus_Propionibacterium__Uniq6444
Uniq15373,Bacteria,Proteobacteria,unk_Class_of_Phylum_Proteobacteria__Uniq15373,unk_Order_of_Phylum_Proteobacteria__Uniq15373,unk_Family_of_Phylum_Proteobacteria__Uniq15373,unk_Genus_of_Phylum_Proteobacteria__Uniq15373,unk_Species_of_Phylum_Proteobacteria__Uniq15373
Uniq94024,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,unk_Species_of_Genus_Veillonella__Uniq94024
Uniq91751,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unk_Species_of_Genus_Pseudomonas__Uniq91751
Uniq20500,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria_rhizophila
Uniq54,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_urinalis_2285-97
Uniq145,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae
Uniq98124,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,unk_Species_of_Genus_Staphylococcus__Uniq98124
Uniq95038,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,unk_Species_of_Genus_Staphylococcus__Uniq95038
Uniq86148,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter
Uniq97767,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli
Uniq109330,Bacteria,Firmicutes,unk_Class_of_Phylum_Firmicutes__Uniq109330,unk_Order_of_Phylum_Firmicutes__Uniq109330,unk_Family_of_Phylum_Firmicutes__Uniq109330,unk_Genus_of_Phylum_Firmicutes__Uniq109330,unk_Species_of_Phylum_Firmicutes__Uniq109330
Uniq101146,Bacteria,Firmicutes,Clostridia,unk_Order_of_Class_Clostridia__Uniq101146,unk_Family_of_Class_Clostridia__Uniq101146,unk_Genus_of_Class_Clostridia__Uniq101146,unk_Species_of_Class_Clostridia__Uniq101146
Uniq96738,Bacteria,Firmicutes,Bacilli,unk_Order_of_Class_Bacilli__Uniq96738,unk_Family_of_Class_Bacilli__Uniq96738,unk_Genus_of_Class_Bacilli__Uniq96738,unk_Species_of_Class_Bacilli__Uniq96738
Uniq64126,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia,Senegalimassilia_anaerobia
Uniq94009,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,unk_Species_of_Genus_Klebsiella__Uniq94009
Uniq87094,Bacteria,Firmicutes,Negativicutes,unk_Order_of_Class_Negativicutes__Uniq87094,unk_Family_of_Class_Negativicutes__Uniq87094,unk_Genus_of_Class_Negativicutes__Uniq87094,unk_Species_of_Class_Negativicutes__Uniq87094
Uniq106418,Bacteria,Proteobacteria,unk_Class_of_Phylum_Proteobacteria__Uniq106418,unk_Order_of_Phylum_Proteobacteria__Uniq106418,unk_Family_of_Phylum_Proteobacteria__Uniq106418,unk_Genus_of_Phylum_Proteobacteria__Uniq106418,unk_Species_of_Phylum_Proteobacteria__Uniq106418
Uniq45,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,unk_Species_of_Genus_Ralstonia__Uniq45
Uniq89715,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,unk_Species_of_Genus_Veillonella__Uniq89715
Uniq262,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1,unk_Species_of_Genus_Corynebacterium_1__Uniq262
Uniq95937,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,unk_Species_of_Genus_Klebsiella__Uniq95937
Uniq115076,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis
Uniq98508,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unk_Species_of_Genus_Bacteroides__Uniq98508
Uniq75058,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_delbrueckii
Uniq81371,Bacteria,Proteobacteria,unk_Class_of_Phylum_Proteobacteria__Uniq81371,unk_Order_of_Phylum_Proteobacteria__Uniq81371,unk_Family_of_Phylum_Proteobacteria__Uniq81371,unk_Genus_of_Phylum_Proteobacteria__Uniq81371,unk_Species_of_Phylum_Proteobacteria__Uniq81371
Uniq62469,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_aegrifaciens
Uniq41512,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,unk_Species_of_Genus_Klebsiella__Uniq41512
Uniq104058,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,unk_Species_of_Genus_Veillonella__Uniq104058
Uniq69579,Bacteria,Firmicutes,unk_Class_of_Phylum_Firmicutes__Uniq69579,unk_Order_of_Phylum_Firmicutes__Uniq69579,unk_Family_of_Phylum_Firmicutes__Uniq69579,unk_Genus_of_Phylum_Firmicutes__Uniq69579,unk_Species_of_Phylum_Firmicutes__Uniq69579
Uniq96809,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,unk_Species_of_Genus_Veillonella__Uniq96809
Uniq99229,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unk_Species_of_Genus_Lactobacillus__Uniq99229
Uniq5686,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,unk_Species_of_Genus_Porphyromonas__Uniq5686
Uniq107701,Bacteria,Proteobacteria,Gammaproteobacteria,unk_Order_of_Class_Gammaproteobacteria__Uniq107701,unk_Family_of_Class_Gammaproteobacteria__Uniq107701,unk_Genus_of_Class_Gammaproteobacteria__Uniq107701,unk_Species_of_Class_Gammaproteobacteria__Uniq107701
Uniq63560,Bacteria,Firmicutes,Negativicutes,unk_Order_of_Class_Negativicutes__Uniq63560,unk_Family_of_Class_Negativicutes__Uniq63560,unk_Genus_of_Class_Negativicutes__Uniq63560,unk_Species_of_Class_Negativicutes__Uniq63560
Uniq80,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae
Uniq99291,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,unk_Species_of_Genus_Clostridium_sensu_stricto_1__Uniq99291
Uniq97109,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_aegrifaciens
Uniq73313,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,unk_Species_of_Genus_Veillonella__Uniq73313
Uniq76313,Bacteria,Firmicutes,Clostridia,unk_Order_of_Class_Clostridia__Uniq76313,unk_Family_of_Class_Clostridia__Uniq76313,unk_Genus_of_Class_Clostridia__Uniq76313,unk_Species_of_Class_Clostridia__Uniq76313
Uniq66650,Bacteria,Firmicutes,unk_Class_of_Phylum_Firmicutes__Uniq66650,unk_Order_of_Phylum_Firmicutes__Uniq66650,unk_Family_of_Phylum_Firmicutes__Uniq66650,unk_Genus_of_Phylum_Firmicutes__Uniq66650,unk_Species_of_Phylum_Firmicutes__Uniq66650
Uniq18746,Bacteria,Firmicutes,Bacilli,unk_Order_of_Class_Bacilli__Uniq18746,unk_Family_of_Class_Bacilli__Uniq18746,unk_Genus_of_Class_Bacilli__Uniq18746,unk_Species_of_Class_Bacilli__Uniq18746
Uniq114418,Bacteria,Proteobacteria,unk_Class_of_Phylum_Proteobacteria__Uniq114418,unk_Order_of_Phylum_Proteobacteria__Uniq114418,unk_Family_of_Phylum_Proteobacteria__Uniq114418,unk_Genus_of_Phylum_Proteobacteria__Uniq114418,unk_Species_of_Phylum_Proteobacteria__Uniq114418
Uniq111811,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,unk_Species_of_Genus_Escherichia-Shigella__Uniq111811
Uniq104821,Bacteria,Firmicutes,Bacilli,unk_Order_of_Class_Bacilli__Uniq104821,unk_Family_of_Class_Bacilli__Uniq104821,unk_Genus_of_Class_Bacilli__Uniq104821,unk_Species_of_Class_Bacilli__Uniq104821
Uniq17,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unk_Species_of_Genus_Bacteroides__Uniq17
Uniq114712,Bacteria,Firmicutes,unk_Class_of_Phylum_Firmicutes__Uniq114712,unk_Order_of_Phylum_Firmicutes__Uniq114712,unk_Family_of_Phylum_Firmicutes__Uniq114712,unk_Genus_of_Phylum_Firmicutes__Uniq114712,unk_Species_of_Phylum_Firmicutes__Uniq114712
Uniq55669,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Uniq23391,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Clostridium
Uniq107338,Bacteria,Proteobacteria,Gammaproteobacteria,unk_Order_of_Class_Gammaproteobacteria__Uniq107338,unk_Family_of_Class_Gammaproteobacteria__Uniq107338,unk_Genus_of_Class_Gammaproteobacteria__Uniq107338,unk_Species_of_Class_Gammaproteobacteria__Uniq107338
Uniq66471,Bacteria,Actinobacteria,Actinobacteria,unk_Order_of_Class_Actinobacteria__Uniq66471,unk_Family_of_Class_Actinobacteria__Uniq66471,unk_Genus_of_Class_Actinobacteria__Uniq66471,unk_Species_of_Class_Actinobacteria__Uniq66471
Uniq69078,Bacteria,Firmicutes,unk_Class_of_Phylum_Firmicutes__Uniq69078,unk_Order_of_Phylum_Firmicutes__Uniq69078,unk_Family_of_Phylum_Firmicutes__Uniq69078,unk_Genus_of_Phylum_Firmicutes__Uniq69078,unk_Species_of_Phylum_Firmicutes__Uniq69078
Uniq115319,Bacteria,Proteobacteria,Gammaproteobacteria,unk_Order_of_Class_Gammaproteobacteria__Uniq115319,unk_Family_of_Class_Gammaproteobacteria__Uniq115319,unk_Genus_of_Class_Gammaproteobacteria__Uniq115319,unk_Species_of_Class_Gammaproteobacteria__Uniq115319
Uniq102731,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unk_Species_of_Genus_Bacteroides__Uniq102731
Uniq69647,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,unk_Species_of_Genus_Staphylococcus__Uniq69647
Uniq60847,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,unk_Species_of_Genus_Veillonella__Uniq60847
Uniq111731,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_FCS020_group,unk_Species_of_Genus_Lachnospiraceae_FCS020_group__Uniq111731
Uniq3602,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,unk_Genus_of_Family_Nitrosomonadaceae__Uniq3602,unk_Species_of_Family_Nitrosomonadaceae__Uniq3602
Uniq6716,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,unk_Species_of_Genus_Escherichia-Shigella__Uniq6716
Uniq36840,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_aegrifaciens
Uniq112580,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,unk_Species_of_Genus_Veillonella__Uniq112580
Uniq83315,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecalis
Uniq6162,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora,unk_Species_of_Genus_Salinispora__Uniq6162
Uniq111838,Bacteria,Firmicutes,Negativicutes,unk_Order_of_Class_Negativicutes__Uniq111838,unk_Family_of_Class_Negativicutes__Uniq111838,unk_Genus_of_Class_Negativicutes__Uniq111838,unk_Species_of_Class_Negativicutes__Uniq111838
Uniq103515,Bacteria,Verrucomicrobia,unk_Class_of_Phylum_Verrucomicrobia__Uniq103515,unk_Order_of_Phylum_Verrucomicrobia__Uniq103515,unk_Family_of_Phylum_Verrucomicrobia__Uniq103515,unk_Genus_of_Phylum_Verrucomicrobia__Uniq103515,unk_Species_of_Phylum_Verrucomicrobia__Uniq103515
Uniq295,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1,unk_Species_of_Genus_Corynebacterium_1__Uniq295
Uniq92780,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis
Uniq48407,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,unk_Species_of_Genus_Enterococcus__Uniq48407
Uniq5142,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,unk_Species_of_Genus_Clostridium_sensu_stricto_1__Uniq5142
Uniq15139,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,Clostridium_mangenotii
Uniq3704,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Clostridium_aldenense
Uniq97563,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis
Uniq108959,Bacteria,Actinobacteria,unk_Class_of_Phylum_Actinobacteria__Uniq108959,unk_Order_of_Phylum_Actinobacteria__Uniq108959,unk_Family_of_Phylum_Actinobacteria__Uniq108959,unk_Genus_of_Phylum_Actinobacteria__Uniq108959,unk_Species_of_Phylum_Actinobacteria__Uniq108959
Uniq123,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae
Uniq115812,Bacteria,Proteobacteria,unk_Class_of_Phylum_Proteobacteria__Uniq115812,unk_Order_of_Phylum_Proteobacteria__Uniq115812,unk_Family_of_Phylum_Proteobacteria__Uniq115812,unk_Genus_of_Phylum_Proteobacteria__Uniq115812,unk_Species_of_Phylum_Proteobacteria__Uniq115812
Uniq31865,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_neuii
Uniq1926,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus_luteus
Uniq2336,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,unk_Species_of_Genus_Bifidobacterium__Uniq2336
Uniq89343,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,unk_Species_of_Genus_Bifidobacterium__Uniq89343
Uniq23981,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_nucleatum
Uniq77118,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,unk_Species_of_Genus_Veillonella__Uniq77118
Uniq23904,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,unk_Species_of_Genus_Flavobacterium__Uniq23904
Uniq114621,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_aegrifaciens
Uniq1380,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae
Uniq108577,Bacteria,Proteobacteria,unk_Class_of_Phylum_Proteobacteria__Uniq108577,unk_Order_of_Phylum_Proteobacteria__Uniq108577,unk_Family_of_Phylum_Proteobacteria__Uniq108577,unk_Genus_of_Phylum_Proteobacteria__Uniq108577,unk_Species_of_Phylum_Proteobacteria__Uniq108577
Uniq116316,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,unk_Species_of_Genus_Haemophilus__Uniq116316
Uniq126,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unk_Species_of_Genus_Bacteroides__Uniq126
Uniq7393,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,unk_Species_of_Genus_Hungatella__Uniq7393
Uniq21912,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,unk_Species_of_Genus_Psychrobacter__Uniq21912
Uniq31273,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,unk_Species_of_Genus_Bifidobacterium__Uniq31273
Uniq115740,Bacteria,Firmicutes,unk_Class_of_Phylum_Firmicutes__Uniq115740,unk_Order_of_Phylum_Firmicutes__Uniq115740,unk_Family_of_Phylum_Firmicutes__Uniq115740,unk_Genus_of_Phylum_Firmicutes__Uniq115740,unk_Species_of_Phylum_Firmicutes__Uniq115740
Uniq102287,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,unk_Species_of_Genus_Clostridium_sensu_stricto_1__Uniq102287
Uniq2117,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Enterobacter
Uniq93676,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis
Uniq105304,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,unk_Species_of_Genus_Haemophilus__Uniq105304
Uniq68145,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Enterobacter_cloacae
Uniq85697,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus_torques_group,unk_Species_of_Genus_Ruminococcus_torques_group__Uniq85697
Uniq116223,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unk_Species_of_Genus_Bacteroides__Uniq116223
Uniq26124,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Citrobacter
Uniq43521,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,unk_Species_of_Genus_Parabacteroides__Uniq43521
Uniq5317,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Eggerthella,Eggerthella
Uniq98218,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unk_Genus_of_Family_Lachnospiraceae__Uniq98218,unk_Species_of_Family_Lachnospiraceae__Uniq98218
Uniq1263,Bacteria,Firmicutes,Bacilli,Bacillales,Family_XI,Gemella,Gemella_taiwanensis
Uniq34471,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_aegrifaciens
Uniq106393,Bacteria,Proteobacteria,unk_Class_of_Phylum_Proteobacteria__Uniq106393,unk_Order_of_Phylum_Proteobacteria__Uniq106393,unk_Family_of_Phylum_Proteobacteria__Uniq106393,unk_Genus_of_Phylum_Proteobacteria__Uniq106393,unk_Species_of_Phylum_Proteobacteria__Uniq106393
Uniq83894,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis
Uniq1679,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium_innocuum_group,Clostridium_innocuum
