Kingdom,Phylum,Class,Order,Family,Genus,OTU
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq114512
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq79922
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Uniq20
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Uniq34813
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq91575
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,unknown_Genus_of_Oxalobacteraceae____Uniq99022,Uniq86181
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq113971
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq115584
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Uniq112097
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Uniq113992
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq103944
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq82351
Bacteria,TM6_(Dependentiae),unknown_Class_of_TM6_(Dependentiae)____Uniq5707,unknown_Order_of_unknown_Class_of_TM6_(Dependentiae)____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_TM6_(Dependentiae)____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_TM6_(Dependentiae)____Uniq99022,Uniq32655
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq1619
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq9198
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq43355
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Uniq62
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq33537
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Uniq321
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Uniq86355
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq92
Bacteria,Firmicutes,Clostridia,unknown_Order_of_Clostridia____Uniq45364,unknown_Family_of_unknown_Order_of_Clostridia____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Clostridia____Uniq99022,Uniq63951
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq51092
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq94201
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Uniq805
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq98881
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq69316
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Uniq115436
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq95238
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Uniq88201
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Uniq32003
Bacteria,Firmicutes,Bacilli,unknown_Order_of_Bacilli____Uniq45364,unknown_Family_of_unknown_Order_of_Bacilli____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Bacilli____Uniq99022,Uniq108960
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq99007
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq475
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Uniq93117
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Uniq111582
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Uniq5929
Bacteria,Bacteroidetes,Bacteroidia,unknown_Order_of_Bacteroidia____Uniq45364,unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Bacteroidia____Uniq99022,Uniq92363
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq12
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq280
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Uniq88278
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Uniq2589
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq68340
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Zea_mays,Uniq32450
Bacteria,Actinobacteria,unknown_Class_of_Actinobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Actinobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Actinobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Actinobacteria____Uniq99022,Uniq109365
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq100684
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq114874
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Uniq55592
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,Uniq110041
Bacteria,Firmicutes,Negativicutes,unknown_Order_of_Negativicutes____Uniq45364,unknown_Family_of_unknown_Order_of_Negativicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Negativicutes____Uniq99022,Uniq109136
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq95297
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq97276
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq108965
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq104317
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Uniq65335
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq102237
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,Uniq556
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Uniq8863
Bacteria,Actinobacteria,unknown_Class_of_Actinobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Actinobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Actinobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Actinobacteria____Uniq99022,Uniq70017
Bacteria,Firmicutes,Negativicutes,unknown_Order_of_Negativicutes____Uniq45364,unknown_Family_of_unknown_Order_of_Negativicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Negativicutes____Uniq99022,Uniq96121
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq94
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq52
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq20316
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Sarcina,Uniq102679
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq94803
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Uniq60381
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq45317
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq51066
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Uniq92222
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq56710
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Uniq16822
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq107371
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus_gnavus_group,Uniq8073
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Uniq92782
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq115777
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq95585
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Uniq85875
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq62597
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq82900
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Uniq101880
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,Uniq73465
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq55
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq88966
Bacteria,Firmicutes,Negativicutes,unknown_Order_of_Negativicutes____Uniq45364,unknown_Family_of_unknown_Order_of_Negativicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Negativicutes____Uniq99022,Uniq103374
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq23836
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus_gnavus_group,Uniq95290
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq59940
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Uniq104040
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq64266
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq25442
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,Uniq18760
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq57010
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq7
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Uniq100
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Uniq5793
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Uniq37880
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq98204
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Uniq85738
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq50110
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unknown_Genus_of_Rhodobacteraceae____Uniq99022,Uniq38996
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unknown_Genus_of_Lachnospiraceae____Uniq99022,Uniq60432
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq98509
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq28857
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq101359
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Uniq26383
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq73241
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq110897
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq54613
Bacteria,Saccharibacteria,unknown_Class_of_Saccharibacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Saccharibacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Saccharibacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Saccharibacteria____Uniq99022,Uniq85640
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Uniq3439
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1,Uniq23801
Bacteria,Firmicutes,Negativicutes,unknown_Order_of_Negativicutes____Uniq45364,unknown_Family_of_unknown_Order_of_Negativicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Negativicutes____Uniq99022,Uniq107743
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq55523
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq89148
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq75816
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Uniq594
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,Uniq60140
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq108615
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq94086
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Uniq98708
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq89714
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq104705
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Uniq94367
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,Uniq63580
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,Uniq78176
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Uniq55357
Bacteria,Actinobacteria,unknown_Class_of_Actinobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Actinobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Actinobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Actinobacteria____Uniq99022,Uniq107703
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq83967
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq83436
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq82247
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq25281
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Uniq101670
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq99368
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,Uniq489
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq107627
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq77264
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq86582
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq114225
Bacteria,Proteobacteria,Gammaproteobacteria,unknown_Order_of_Gammaproteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Gammaproteobacteria____Uniq99022,Uniq81198
Bacteria,Proteobacteria,unknown_Class_of_Proteobacteria____Uniq5707,unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Proteobacteria____Uniq99022,Uniq99780
Bacteria,Firmicutes,Clostridia,unknown_Order_of_Clostridia____Uniq45364,unknown_Family_of_unknown_Order_of_Clostridia____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_Clostridia____Uniq99022,Uniq21172
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Uniq11
Bacteria,Firmicutes,unknown_Class_of_Firmicutes____Uniq5707,unknown_Order_of_unknown_Class_of_Firmicutes____Uniq45364,unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq80019,unknown_Genus_of_unknown_Family_of_unknown_Order_of_unknown_Class_of_Firmicutes____Uniq99022,Uniq40232
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq93972
Bacteria,Cyanobacteria,Chloroplast,Haslea_wawrikae,unknown_Family_of_Haslea_wawrikae____Uniq80019,unknown_Genus_of_unknown_Family_of_Haslea_wawrikae____Uniq99022,Uniq550
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq88632
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Uniq42200
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Uniq3613
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Uniq988
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq33956
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Uniq94112
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Uniq57570
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Uniq83017
